"pfil_gene","gene_name","contig","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj","best_anno","dummy_name","GO"
"SIVA1","SIVA1","NW_021940750.1",103753781,1,1,0,0,0,0,1,4,1,1,1,4,1,0.25,-3,4,1,1,"SIVA1","SIVA1","GO:0097191;GO:0046718"
"SIX2","SIX2","NW_021940864.1",108643972,0,1,0,0,0,0,1,0,0,1,1,0,0,Inf,1,0,1,1,"SIX2","SIX2","GO:0072038;GO:1902732;GO:0072161;GO:0009653;GO:0003337;GO:0001822;GO:0072006;GO:0048701;GO:0090189;GO:0097168;GO:0045596;GO:0048557;GO:0045944;GO:0072137;GO:0030278;GO:0009948;GO:0032330;GO:0008283;GO:0016477;GO:0006357;GO:0042474;GO:0007501;GO:0006606;GO:0072028;GO:0002062"
"SIX3","SIX3","NW_021940864.1",103765972,0,1,0,0,0,0,0,2,0,1,0,2,0,0,NA,NA,NA,NA,"SIX3","SIX3","GO:2000177;GO:0021978;GO:0002070;GO:0045944;GO:1902692;GO:1902742;GO:1901987;GO:0001654;GO:0070306;GO:0003404;GO:0097402;GO:0061074;GO:0021983;GO:0002088;GO:0006357;GO:0009946;GO:0007601;GO:0021846;GO:0021798;GO:0007420;GO:0042127;GO:0014016;GO:1990086;GO:0045892;GO:0045665;GO:0021537"
"SIX4","SIX4","NW_021940750.1",103756179,0,2,0,0,0,0,2,2,0,2,2,2,0,1,1,0,0.466666666666667,1,"SIX4","SIX4","GO:0032880;GO:0045214;GO:0098528;GO:0008582;GO:0061551;GO:0061197;GO:0072107;GO:0061055;GO:0048538;GO:0034504;GO:0046661;GO:0008584;GO:0045892;GO:0030238;GO:0050678;GO:0043586;GO:0030910;GO:0051451;GO:0009653;GO:0048699;GO:0042472;GO:0090190;GO:0072075;GO:0043066;GO:0045944;GO:0007519;GO:0043524;GO:0045893;GO:0048701;GO:0060037;GO:1902725;GO:0072095;GO:0006357"
"SIX6","SIX6","NW_021940750.1",108641328,1,0,0,0,0,0,0,1,1,0,0,1,Inf,0,-Inf,Inf,1,1,"SIX6","SIX6","GO:0009887;GO:0006357;GO:0007601;GO:0001654"
"SKA1","SKA1","NW_021940553.1",103761974,0,0,0,0,0,0,13,3,0,0,13,3,NA,4.33333333333333,NA,NA,NA,NA,"SKA1","SKA1","GO:0051301;GO:0000278;GO:0031110;GO:0007059"
"SKA2","LOC103763687","NW_021940460.1",103763687,1,0,0,0,0,0,2,4,1,0,2,4,Inf,0.5,-Inf,Inf,0.428571428571428,1,"SKA2","SKA2","GO:0000278;GO:0031110;GO:0051301;GO:0007059"
"SKA3","SKA3","NW_021940208.1",103766267,1,4,1,2,0,0,6,2,2,6,6,2,0.333333333333333,3,0.888888888888889,0.111111111111111,0.131934731934732,1,"SKA3","SKA3","GO:0000278;GO:0051301;GO:0031110;GO:0007059"
"SKAP1","SKAP1","NW_021938808.1",108638660,2,2,0,0,0,1,4,4,2,3,4,4,0.666666666666667,1,0.333333333333333,0.666666666666667,1,1,"SKAP1","SKAP1","GO:0001954;GO:0034116;GO:0072659;GO:0002821;GO:0033625;GO:0033634;GO:0002250;GO:0045944;GO:1903039;GO:0045893;GO:0050852"
"SKAP2","SKAP2","NW_021940535.1",103754600,3,2,0,1,0,0,1,1,3,3,1,1,1,1,0,1,1,1,"SKAP2","SKAP2","GO:0065003;GO:0007165;GO:0008285;GO:0042113"
"SKI","SKI","NW_021940578.1",103762036,1,8,0,2,0,0,0,2,1,10,0,2,0.1,0,-Inf,Inf,1,1,"SKI","SKI","GO:0022011;GO:0010626;GO:0000122;GO:0008285;GO:0043010;GO:0030514;GO:0043388;GO:0001843;GO:0031064;GO:0043585;GO:0030512;GO:0002089;GO:0060041;GO:0021772;GO:0006351;GO:0030177;GO:0048593;GO:0032926;GO:0048741;GO:0060021;GO:0014902;GO:0035019;GO:0030509;GO:0048147;GO:0048870;GO:0045944;GO:0045668;GO:0060325;GO:0060349;GO:0009948;GO:0007179;GO:0060395;GO:0030326"
"SKIDA1","SKIDA1","NW_021940535.1",103763375,0,3,0,1,0,0,1,1,0,4,1,1,0,1,1,0,0.333333333333333,1,"SKIDA1","SKIDA1","unknown"
"SKIL","SKIL","NW_021940571.1",103763263,1,6,0,1,0,1,0,5,1,8,0,5,0.125,0,-Inf,Inf,1,1,"SKIL","SKIL","GO:0007050;GO:0007283;GO:0034097;GO:1902231;GO:1902043;GO:0030512;GO:0007179;GO:0070306;GO:0001825;GO:0030514;GO:0050772;GO:0000122;GO:0045596;GO:0002260"
"SKOR2","SKOR2","NW_021940553.1",103761999,1,2,1,0,0,0,0,1,2,2,0,1,1,0,-Inf,Inf,1,1,"SKOR2","SKOR2","GO:0030512;GO:0006355;GO:0030514;GO:0000122"
"SKP1","SKP1","NW_021940620.1",103756159,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA,"SKP1","SKP1","GO:0002223;GO:0038095;GO:0000209;GO:0000086;GO:0031146;GO:0035518;GO:0051457;GO:0050852;GO:0043687;GO:0070936;GO:1901990;GO:0038061;GO:1904668;GO:0051403;GO:0070498;GO:0006879;GO:0010972;GO:0016567;GO:0010265;GO:0016055;GO:0016032"
"SKP2","SKP2","NW_021940508.1",103765144,1,1,0,2,0,0,6,5,1,3,6,5,0.333333333333333,1.2,0.722222222222222,0.277777777777778,0.569230769230769,1,"SKP2","SKP2","GO:0000209;GO:0016579;GO:0000082;GO:0016032;GO:0045087;GO:0043161;GO:0042981;GO:0051607;GO:0051726;GO:0070936;GO:0043687;GO:0000086;GO:0031146"
"SLA","SLA","NW_021939396.1",103767589,0,3,0,0,0,0,1,4,0,3,1,4,0,0.25,1,0,1,1,"SLA","SLA","GO:0030154;GO:0007169;GO:0009966;GO:0045087"
"SLA2","SLA2","NW_021940906.1",103767289,3,1,1,0,0,0,2,2,4,1,2,2,4,1,-3,4,0.523809523809524,1,"SLA2","SLA2","GO:0019724;GO:0043551;GO:0046854;GO:0000122;GO:0050860;GO:0050776;GO:0050851;GO:0042110;GO:0050849"
"SLAIN1","SLAIN1","NW_021940208.1",103760832,2,3,0,0,0,0,3,0,2,3,3,0,0.666666666666667,Inf,1,0,0.196428571428571,1,"SLAIN1",NA,NA
"SLAIN2","SLAIN2","NW_021938789.1",103760931,1,1,0,0,0,0,1,3,1,1,1,3,1,0.333333333333333,-2,3,1,1,"SLAIN2","SLAIN2","GO:0007020;GO:0031122;GO:0031116"
"SLC10A2","SLC10A2","NW_021940208.1",103756597,3,2,1,1,0,0,1,6,4,3,1,6,1.33333333333333,0.166666666666667,-7,8,0.265734265734266,1,"SLC10A2","SLC10A2","GO:0006814;GO:0015721;GO:0055085"
"SLC10A4","SLC10A4","NW_021938789.1",103760932,3,0,3,1,0,0,1,1,6,1,1,1,6,1,-5,6,0.416666666666667,1,"SLC10A4","SLC10A4","GO:0006814;GO:0015721;GO:0055085"
"SLC10A7","SLC10A7","NW_021938789.1",103762420,5,0,1,0,0,0,0,0,6,0,0,0,Inf,NA,NA,NA,NA,NA,"SLC10A7","SLC10A7","GO:0006874;GO:0060348;GO:0055085;GO:0034436;GO:0006814;GO:0030210;GO:0048193;GO:0015721"
"SLC11A1","SLC11A1","NW_021939632.1",103756897,1,2,0,0,0,0,4,9,1,2,4,9,0.5,0.444444444444444,-0.125,1.125,1,1,"SLC11A1","SLC11A1","GO:0070574;GO:0006876;GO:0042832;GO:0006879;GO:0034755;GO:0048255;GO:0001818;GO:0043312;GO:0042742;GO:0001819;GO:0042060;GO:0015707;GO:0050766;GO:0002606;GO:0002309;GO:1902023;GO:0050829;GO:0060586;GO:0006954;GO:0002827;GO:0006828;GO:0048002;GO:0032147;GO:0045342;GO:0045944;GO:0045454;GO:0032729;GO:0006909;GO:0019730;GO:0032496;GO:0070839;GO:0045730;GO:0006826;GO:0071421;GO:0042116;GO:0010628;GO:0007035;GO:0009617;GO:0034341;GO:0055072"
"SLC12A1","SLC12A1","NW_021939189.1",103759101,6,7,0,5,0,0,0,5,6,12,0,5,0.5,0,-Inf,Inf,0.272489524205771,1,"SLC12A1","SLC12A1","GO:0035725;GO:0055064;GO:0055075;GO:1990573;GO:0055078;GO:0006811;GO:0006884;GO:0034220;GO:1902476"
"SLC12A2","SLC12A2","NW_021939718.1",103758837,0,3,0,0,0,0,3,5,0,3,3,5,0,0.6,1,0,0.490909090909091,1,"SLC12A2","SLC12A2","GO:0006884;GO:0006811;GO:0030007;GO:0010818;GO:0007214;GO:1902476;GO:0150003;GO:0055075;GO:0007568;GO:0098719;GO:1904450;GO:0015696;GO:0035725;GO:1990573;GO:0035633;GO:1904464;GO:0030644;GO:0098658;GO:0030321;GO:0055064;GO:0098659;GO:0006972;GO:0150104;GO:0061044;GO:0006883;GO:0070634;GO:1990869;GO:0072488;GO:0055078;GO:0035865;GO:0045795"
"SLC12A3","SLC12A3","NW_021938838.1",103766381,12,32,0,3,0,0,5,7,12,35,5,7,0.342857142857143,0.714285714285714,0.52,0.48,0.299469790893762,1,"SLC12A3","SLC12A3","GO:0055078;GO:0006811;GO:1902476;GO:0035725;GO:0006884;GO:1990573;GO:0055064;GO:0055075;GO:0006814"
"SLC12A4","SLC12A4","NW_021938838.1",103766377,0,3,0,0,0,0,2,11,0,3,2,11,0,0.181818181818182,1,0,1,1,"SLC12A4","SLC12A4","GO:0140157;GO:1902476;GO:0055075;GO:0006811;GO:1990573;GO:0006884;GO:0055064;GO:0007268"
"SLC12A5","SLC12A5","NW_021939960.1",103754296,5,24,0,2,0,1,1,11,5,27,1,11,0.185185185185185,0.0909090909090909,-1.03703703703704,2.03703703703704,1,1,"SLC12A7","SLC12A7_ah_2","GO:0055064;GO:1902476;GO:0006811;GO:0006884;GO:1990573;GO:0007268;GO:0055075;GO:0140157"
"SLC12A8","SLC12A8","NW_021939632.1",103756847,6,6,0,1,0,0,3,10,6,7,3,10,0.857142857142857,0.3,-1.85714285714286,2.85714285714286,0.410983981693364,1,"SLC12A8","SLC12A8","GO:0055075;GO:0006884;GO:0055064;GO:1902476;GO:1990573"
"SLC12A9","SLC12A9","NW_021940207.1",103758310,3,4,0,2,0,0,5,17,3,6,5,17,0.5,0.294117647058824,-0.7,1.7,0.659505433387525,1,"SLC12A9","SLC12A9","GO:1902476;GO:0055064;GO:0006884;GO:0055075;GO:1990573"
"SLC13A1","SLC13A1","NW_021938999.1",103760124,0,3,1,3,0,0,6,5,1,6,6,5,0.166666666666667,1.2,0.861111111111111,0.138888888888889,0.150735294117647,1,"SLC13A1","SLC13A1","GO:0008272;GO:0006814;GO:0098656;GO:1902358"
"SLC13A2","LOC103763648","NW_021940460.1",103763648,0,0,0,0,0,0,1,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,"SLC13A2","SLC13A2","GO:0071422;GO:0098656;GO:0006814"
"SLC13A3","SLC13A3","NW_021939960.1",103754217,2,3,0,4,0,0,0,3,2,7,0,3,0.285714285714286,0,-Inf,Inf,1,1,"SLC13A3","SLC13A3","GO:0071422;GO:0150104;GO:0034775;GO:0015746;GO:0098656;GO:0015742;GO:0006835;GO:0006814"
"SLC13A4","SLC13A4","NW_021940682.1",103757109,4,4,1,5,0,0,0,5,5,9,0,5,0.555555555555556,0,-Inf,Inf,0.256535947712418,1,"SLC13A4","SLC13A4","GO:0008272;GO:1902358;GO:0006814;GO:0098656"
"SLC13A5","SLC13A5","NW_021940796.1",103762534,2,1,0,0,0,0,4,6,2,1,4,6,2,0.666666666666667,-2,3,0.559440559440559,1,"SLC13A5","SLC13A5","GO:0015746;GO:0071422;GO:0098656;GO:0035674;GO:0006814"
"SLC14A1","SLC14A1","NW_021940553.1",115307700,2,3,2,1,0,0,3,11,4,4,3,11,1,0.272727272727273,-2.66666666666667,3.66666666666667,0.342621259029928,1,"SLC14A2","SLC14A2_ah_2","GO:0071918;GO:0055085;GO:0015840"
"SLC15A1","SLC15A1","NW_021940208.1",103764522,2,5,0,0,1,0,5,10,3,5,5,10,0.6,0.5,-0.2,1.2,1,1,"SLC15A1","SLC15A1","GO:0140206;GO:0015031;GO:0006811;GO:1902600;GO:0140207"
"SLC15A2","SLC15A2","NW_021939632.1",103756841,4,4,1,3,0,0,2,4,5,7,2,4,0.714285714285714,0.5,-0.428571428571429,1.42857142857143,1,1,"SLC15A2","SLC15A2","GO:0150104;GO:0140206;GO:0006811;GO:0042908;GO:0045087;GO:1902600;GO:0015835;GO:0042938;GO:0015031;GO:0070424;GO:1990961;GO:0070293"
"SLC15A4","SLC15A4","NW_021940379.1",103760234,1,6,0,3,0,0,1,6,1,9,1,6,0.111111111111111,0.166666666666667,0.333333333333333,0.666666666666667,1,1,"SLC15A4","SLC15A4","GO:0140206;GO:0034157;GO:0015835;GO:1902600;GO:0043312;GO:0034161;GO:0045089;GO:0033023;GO:0070430;GO:0070424;GO:0048302;GO:0015817;GO:0006811;GO:0045087;GO:0070434;GO:0015031;GO:0034165;GO:0089708"
"SLC15A5","SLC15A5","NW_021940682.1",103767604,10,4,0,0,0,0,6,7,10,4,6,7,2.5,0.857142857142857,-1.91666666666667,2.91666666666667,0.251859828599632,1,"SLC15A5","SLC15A5","GO:0055085;GO:0015031"
"SLC16A1","SLC16A1","NW_021940585.1",103756182,1,8,0,5,0,0,0,3,1,13,0,3,0.0769230769230769,0,-Inf,Inf,1,1,"SLC16A1","SLC16A1","GO:0042593;GO:0035879;GO:0006090;GO:0050900;GO:0071407;GO:0051780;GO:0150104;GO:0006629;GO:0015718;GO:1905039;GO:0015728;GO:0007098;GO:0032094;GO:0050796"
"SLC16A10","SLC16A10","NW_021940604.1",103761286,0,3,1,3,0,1,5,2,1,7,5,2,0.142857142857143,2.5,0.942857142857143,0.0571428571428571,0.0405594405594406,1,"SLC16A10","SLC16A10","GO:0006590;GO:0006865;GO:0070327;GO:0003333;GO:0015801;GO:0070460"
"SLC16A12","SLC16A12","NW_021939122.1",103763145,2,2,0,0,0,1,0,5,2,3,0,5,0.666666666666667,0,-Inf,Inf,0.444444444444444,1,"SLC16A12","SLC16A12","GO:0015881;GO:0150104;GO:0015718"
"SLC16A14","SLC16A14","NW_021940207.1",103759068,1,2,0,1,0,0,3,8,1,3,3,8,0.333333333333333,0.375,0.111111111111111,0.888888888888889,1,1,"SLC16A14","SLC16A14","GO:0015718;GO:0055085"
"SLC16A2","SLC16A2","NW_021940704.1",108641442,2,6,0,0,0,0,0,5,2,6,0,5,0.333333333333333,0,-Inf,Inf,0.487179487179487,1,"SLC16A2","SLC16A2","GO:0042403;GO:0015718;GO:0006520;GO:0150104;GO:0070327;GO:0089718;GO:2000178;GO:0043252"
"SLC16A3","SLC16A3","NW_021939798.1",103755792,0,1,0,0,0,0,0,8,0,1,0,8,0,0,NA,NA,NA,NA,"SLC16A3","SLC16A3","GO:0035879;GO:0006090;GO:0015718;GO:0050900"
"SLC16A4","SLC16A4","NW_021940585.1",103762996,9,7,1,2,0,0,12,8,10,9,12,8,1.11111111111111,1.5,0.259259259259259,0.740740740740741,0.751186307456559,1,"SLC16A4","SLC16A4","GO:0055085;GO:0015718"
"SLC16A5","SLC16A5","NW_021939798.1",103760429,1,6,3,2,0,0,2,3,4,8,2,3,0.5,0.666666666666667,0.25,0.75,1,1,"SLC16A5","SLC16A5","GO:0015718;GO:0055085"
"SLC16A6","SLC16A6","NW_021939798.1",103755820,1,2,0,0,0,0,0,5,1,2,0,5,0.5,0,-Inf,Inf,0.375,1,"SLC16A6","SLC16A6","GO:0055085;GO:0015718"
"SLC16A7","SLC16A7","NW_021940682.1",103760079,1,0,0,0,0,0,0,5,1,0,0,5,Inf,0,-Inf,Inf,0.166666666666667,1,"SLC16A7","SLC16A7","GO:1901475;GO:0015718;GO:0035873;GO:0150104"
"SLC16A8","SLC16A8","NW_021940682.1",103764622,0,1,1,2,0,0,1,11,1,3,1,11,0.333333333333333,0.0909090909090909,-2.66666666666667,3.66666666666667,0.45,1,"SLC16A8","SLC16A8","GO:0015718;GO:0015727;GO:0035873;GO:0006090;GO:0050900"
"SLC16A9","SLC16A9","NW_021940818.1",103766601,2,8,0,0,0,0,2,8,2,8,2,8,0.25,0.25,0,1,1,1,"SLC16A9","SLC16A9","GO:0015718;GO:0055085;GO:0046415"
"SLC17A5","SLC17A5","NW_021940604.1",103754482,3,3,0,1,0,0,3,4,3,4,3,4,0.75,0.75,0,1,1,1,"SLC17A5","SLC17A5","GO:0015739;GO:0006820;GO:1902600;GO:0006811;GO:0009617;GO:0006865;GO:0034219"
"SLC17A6","SLC17A6","NW_021940711.1",103764809,1,3,0,1,0,0,0,15,1,4,0,15,0.25,0,-Inf,Inf,0.25,1,"SLC17A6","SLC17A6","GO:1990384;GO:0006811;GO:0098700;GO:0006814;GO:0050803;GO:0035249;GO:0006820;GO:0015813"
"SLC17A8","SLC17A8","NW_021940682.1",103754442,2,9,1,2,0,0,3,7,3,11,3,7,0.272727272727273,0.428571428571429,0.363636363636364,0.636363636363636,0.66533180778032,1,"SLC17A8","SLC17A8","GO:0098700;GO:0006814;GO:0090102;GO:0007420;GO:0006811;GO:0003407;GO:0007605;GO:0015813;GO:0050803;GO:0006820;GO:0035249"
"SLC17A9","SLC17A9","NW_021939960.1",103766037,3,0,0,1,0,0,2,4,3,1,2,4,3,0.5,-5,6,0.523809523809524,1,"SLC17A9","SLC17A9","GO:1904669;GO:0015867;GO:1903790;GO:0006887;GO:0015866"
"SLC18A1","LOC103763239","NW_021940854.1",103763239,2,3,0,2,0,0,5,5,2,5,5,5,0.4,1,0.6,0.4,0.622069107363225,1,"SLC18A1","SLC18A1","GO:0055085;GO:0015842;GO:0051610;GO:0042908;GO:0015844"
"SLC18A2","SLC18A2","NW_021940541.1",103756369,3,7,0,1,0,1,4,8,3,9,4,8,0.333333333333333,0.5,0.333333333333333,0.666666666666667,1,1,"SLC18A2","SLC18A2","GO:0051610;GO:0055085;GO:0042137;GO:0007269;GO:0007626;GO:0015872;GO:0009791;GO:0015842;GO:0009636;GO:0098700;GO:0007268;GO:1903427;GO:0015844;GO:0001975"
"SLC18A3","SLC18A3","NW_021940645.1",103762825,1,3,0,2,0,1,2,2,1,6,2,2,0.166666666666667,1,0.833333333333333,0.166666666666667,0.490909090909091,1,"SLC18A3","SLC18A3","GO:0055085;GO:0061024;GO:0007269;GO:0015695;GO:1901374;GO:0007268"
"SLC18B1","SLC18B1","NW_021940604.1",103757701,1,5,0,1,0,0,5,3,1,6,5,3,0.166666666666667,1.66666666666667,0.9,0.1,0.118881118881119,1,"SLC18B1","SLC18B1","GO:0055085"
"SLC19A1","SLC19A1","NW_021939471.1",103761854,6,7,1,5,0,0,7,6,7,12,7,6,0.583333333333333,1.16666666666667,0.5,0.5,0.47269744160178,1,"SLC19A1","SLC19A1","GO:0098838;GO:0051958;GO:1904447;GO:0140361;GO:0150104;GO:0015884;GO:0055085;GO:0007565;GO:0046655;GO:0015711"
"SLC19A2","SLC19A2","NW_021940122.1",103756503,2,5,0,1,0,0,3,3,2,6,3,3,0.333333333333333,1,0.666666666666667,0.333333333333333,0.58041958041958,1,"SLC19A2","SLC19A2","GO:0015888;GO:0071934;GO:0042723;GO:0015884;GO:0055085"
"SLC19A3","LOC103759408","NW_021940207.1",103759408,5,2,1,0,0,0,1,1,6,2,1,1,3,1,-2,3,1,1,"SLC19A3","SLC19A3","GO:0042723;GO:0071934;GO:0055085"
"SLC1A1","SLC1A1","NW_021939324.1",103755729,1,1,0,2,0,0,0,1,1,3,0,1,0.333333333333333,0,-Inf,Inf,1,1,"SLC1A1","SLC1A1","GO:0051938;GO:0072347;GO:0060291;GO:0036475;GO:0090313;GO:0098712;GO:0060013;GO:0001662;GO:0150104;GO:0098877;GO:0001932;GO:0070777;GO:1903712;GO:0140009;GO:0042883;GO:0090461;GO:0035633;GO:0006882;GO:0070779;GO:0006919;GO:1902476;GO:0070633;GO:0070778;GO:0036293;GO:0010842;GO:0014047;GO:0006749;GO:0060047;GO:0097049;GO:0015813;GO:0006811;GO:0010460;GO:0048678;GO:0048514;GO:0007268;GO:0018105;GO:0007611;GO:0071242"
"SLC1A2","SLC1A2","NW_021940681.1",103754162,3,2,0,0,0,0,0,5,3,2,0,5,1.5,0,-Inf,Inf,0.166666666666667,1,"SLC1A2","SLC1A2","GO:0098712;GO:0014047;GO:0006811;GO:0070779;GO:0007268;GO:0150104;GO:0070207;GO:0070633;GO:0070778;GO:0015813"
"SLC1A3","SLC1A3","NW_021940508.1",103765098,2,3,0,1,0,0,0,4,2,4,0,4,0.5,0,-Inf,Inf,0.466666666666667,1,"SLC1A7","SLC1A7_pp_2","GO:0006811;GO:0001504;GO:0014047;GO:0015813;GO:0006835;GO:0098810"
"SLC1A4","SLC1A4","NW_021940754.1",103762368,1,3,0,1,0,0,3,5,1,4,3,5,0.25,0.6,0.583333333333333,0.416666666666667,1,1,"SLC1A4","SLC1A4","GO:0006865;GO:0015824;GO:0015825;GO:0015808;GO:0015826;GO:0015811;GO:1904273;GO:0050890;GO:0006868;GO:0034589;GO:0150104;GO:1902476;GO:0035524;GO:0140009;GO:0035249;GO:1903812"
"SLC1A7","SLC1A7","NW_021939546.1",103758891,2,9,0,2,0,0,0,5,2,11,0,5,0.181818181818182,0,-Inf,Inf,1,1,"SLC1A7","SLC1A7","GO:0006811;GO:0001504;GO:0014047;GO:0015813;GO:0006835;GO:0098810"
"SLC20A1","SLC20A1","NW_021938824.1",103754155,1,5,1,1,0,0,4,9,2,6,4,9,0.333333333333333,0.444444444444444,0.25,0.75,1,1,"SLC20A1","SLC20A1","GO:0006796;GO:0035435;GO:0016032;GO:0006811;GO:0035725;GO:0043123;GO:0031214"
"SLC20A2","SLC20A2","NW_021938789.1",103766168,2,4,0,1,0,0,0,6,2,5,0,6,0.4,0,-Inf,Inf,0.461538461538462,1,"SLC20A2","SLC20A2","GO:0035725;GO:0035435;GO:0006811;GO:0046718"
"SLC22A15","SLC22A15","NW_021940122.1",103756472,1,6,0,0,0,0,0,4,1,6,0,4,0.166666666666667,0,-Inf,Inf,1,1,"SLC22A15","SLC22A15","GO:0006811;GO:0008150;GO:0055085"
"SLC22A18","SLC22A18","NW_021940291.1",103756029,2,3,0,1,0,0,6,6,2,4,6,6,0.5,1,0.5,0.5,0.638009049773756,1,"SLC22A18","SLC22A18","GO:0015695;GO:0042908;GO:1990961;GO:0007588"
"SLC22A2","LOC103757068","NW_021940604.1",103757068,2,3,1,1,0,0,2,7,3,4,2,7,0.75,0.285714285714286,-1.625,2.625,0.596153846153846,1,"SLC22A2","SLC22A2","GO:0015871;GO:0007269;GO:0089718;GO:0015695;GO:0150104;GO:0090494;GO:0007589;GO:0006919;GO:1902475;GO:0051610;GO:1901998;GO:0015837;GO:0042908;GO:0010628;GO:0006836;GO:0140115;GO:0051615;GO:0051620;GO:0097638;GO:0042136;GO:1990962;GO:0006855;GO:0072531"
"SLC22A23","SLC22A23","NW_021940478.1",103762640,2,5,0,2,0,0,3,2,2,7,3,2,0.285714285714286,1.5,0.80952380952381,0.19047619047619,0.265734265734266,1,"SLC22A23","SLC22A23","GO:0006811;GO:0055085"
"SLC22A3","LOC103757061","NW_021940604.1",103757061,1,3,0,1,0,0,3,11,1,4,3,11,0.25,0.272727272727273,0.0833333333333334,0.916666666666667,1,1,"SLC22A3","SLC22A3","GO:0006836;GO:1901998;GO:0015695;GO:0015697;GO:0042908;GO:0051615;GO:0051625;GO:0015711;GO:0090494;GO:0051620;GO:0150104;GO:0032098;GO:0006855;GO:0051610;GO:0015718;GO:0001692;GO:0015844"
"SLC22A7","SLC22A7","NW_021940822.1",103756796,2,7,0,1,0,0,8,6,2,8,8,6,0.25,1.33333333333333,0.8125,0.1875,0.104051689325616,1,"SLC22A7","SLC22A7","GO:0015711;GO:0055085"
"SLC23A1","SLC23A1","NW_021939882.1",115307533,5,13,0,1,0,0,5,8,5,14,5,8,0.357142857142857,0.625,0.428571428571429,0.571428571428571,0.699291483290613,1,"SLC23A1","SLC23A1","GO:0070904;GO:0009636;GO:0007420;GO:0015882;GO:0035725;GO:0030324;GO:0015851;GO:0070837;GO:0006814;GO:0019852"
"SLC23A2","SLC23A2","NW_021940780.1",103759851,2,4,0,1,0,0,1,8,2,5,1,8,0.4,0.125,-2.2,3.2,0.55,1,"SLC23A2","SLC23A2","GO:1901215;GO:0070904;GO:0019852;GO:1903861;GO:0015882;GO:0006979;GO:0071361;GO:0006814"
"SLC23A3","SLC23A3","NW_021939632.1",103756813,5,7,0,1,0,0,8,10,5,8,8,10,0.625,0.8,0.21875,0.78125,1,1,"SLC23A3","SLC23A3","GO:0055085"
"SLC24A1","SLC24A1","NW_021939189.1",103756998,9,5,2,3,0,0,0,3,11,8,0,3,1.375,0,-Inf,Inf,0.214285714285714,1,"SLC24A1","SLC24A1","GO:0035725;GO:0098703;GO:0060291;GO:0006816;GO:0098656;GO:0070588;GO:0007601;GO:0071805;GO:0006874;GO:0009642;GO:0006811;GO:0060292"
"SLC24A2","SLC24A2","NW_021940612.1",103767647,1,0,0,0,0,0,2,8,1,0,2,8,Inf,0.25,-Inf,Inf,0.272727272727273,1,"SLC24A2","SLC24A2","GO:0035725;GO:0006874;GO:0098656;GO:0034220;GO:0098703;GO:0007612;GO:0007613;GO:0060292;GO:0070588;GO:0007601;GO:0060291;GO:0065003;GO:0006811;GO:0071805;GO:0050896"
"SLC24A4","SLC24A4","NW_021940750.1",103766562,2,3,0,0,0,0,1,2,2,3,1,2,0.666666666666667,0.5,-0.333333333333333,1.33333333333333,1,1,"SLC24A4","SLC24A4","GO:0070588;GO:0007608;GO:0097186;GO:0071805;GO:0050896;GO:0006874;GO:0035725;GO:0006811;GO:0098656"
"SLC24A5","SLC24A5","NW_021939189.1",103759103,3,2,0,1,0,0,0,5,3,3,0,5,1,0,-Inf,Inf,0.181818181818182,1,"SLC24A5","SLC24A5","GO:0070588;GO:0048022;GO:0050896;GO:0071805;GO:0098656;GO:0035725;GO:0006874;GO:0006811;GO:0030318;GO:0034220"
"SLC25A1","SLC25A1","NW_021940379.1",103758439,1,4,0,1,0,0,2,6,1,5,2,6,0.2,0.333333333333333,0.4,0.6,1,1,"SLC25A1","SLC25A1","GO:0006094;GO:0046949;GO:0006843"
"SLC25A10","SLC25A10","NW_021939798.1",103755840,0,1,0,1,0,0,1,1,0,2,1,1,0,1,1,0,1,1,"SLC25A10","SLC25A10","GO:0006094;GO:1902358;GO:0015709;GO:0008272;GO:0006839;GO:1902356;GO:0071423;GO:0015729;GO:0071422;GO:0006811;GO:0070221;GO:0035435;GO:0006835"
"SLC25A11","SLC25A11","NW_021939853.1",103753975,1,5,1,3,0,0,0,6,2,8,0,6,0.25,0,-Inf,Inf,0.5,1,"SLC25A11","SLC25A11","GO:0071422;GO:0015742;GO:0006094;GO:0015709;GO:0008272;GO:0035435;GO:0071423;GO:0015729;GO:1902358;GO:1902356"
"SLC25A12","SLC25A12","NW_021939632.1",103764152,0,1,0,0,0,0,0,6,0,1,0,6,0,0,NA,NA,NA,NA,"SLC25A12","SLC25A12","GO:1904024;GO:0043490;GO:0015813;GO:0006094;GO:0015810;GO:0006537;GO:0006810;GO:0070778;GO:2001171;GO:0010907;GO:0031643;GO:0051592"
"SLC25A13","SLC25A13","NW_021940535.1",103759535,2,3,1,1,0,0,1,3,3,4,1,3,0.75,0.333333333333333,-1.25,2.25,1,1,"SLC25A13","SLC25A13","GO:0006094;GO:0043490;GO:0015810;GO:0006810;GO:0006839;GO:0015813;GO:0070778;GO:0051592;GO:0006754;GO:0045333"
